what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301979547151
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979555498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979568768
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301979579983
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301979583293
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979588545
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979601070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979602405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979621360
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979622760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979642790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979643845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979645355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979646385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979652625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979653630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979659080
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1301979660605
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301979661610
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301979664285
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979670187
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979672727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979676887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979678382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979681262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979730607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979732912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979760917
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979776537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979779272
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979781607
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301979782542
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979783287
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979799027
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979801122
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979804482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301979805577
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979806787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979818862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979830092
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979830152
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979830207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301979836002
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979846547
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979848572
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979850637
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979850697
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979887232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979934107
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301979934132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301979936997
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979938893
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979943208
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979945698
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979947313
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979947318
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979948763
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979949793
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979949798
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979951708
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979954163
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979954223
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301979954253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979958608
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979998152
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301979999857
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980003812
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980015562
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980017192
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980017362
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301980020017
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980027437
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980027582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980029767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980031237
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980033337
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980035537
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980035597
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980037457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980041317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980055637
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1301980064032
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980064317
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980079082
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980079117
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980079122
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980080017
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980080017
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980088517
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980088562
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980091947
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980091947
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980093632
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980098362
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980108647
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980108692
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301980123637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980123647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980125442
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980137182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980145372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980147067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980148937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980155937
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980155992
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980156042
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980157382
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980161662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980163707
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980164597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980166397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980204717
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980207157
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980213747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980221182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980228362
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301980228372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980243427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980245092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980252552
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980253397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980255957
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980257397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980260582
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980261862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980273142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980276292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980310922
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980312227
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301980345992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980346032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980348112
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1301980348952
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1301980349487
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301980350207
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301980356927
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1301980361882
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1301980364587
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980364907
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301980371072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980376497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980377762
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980378962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301980381492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980392792
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980397067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980414662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980416657
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301980426662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980427652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980440142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980442282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980444172
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980446677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980448932
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980453517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301980456752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980464382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980469797
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301980478942
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980488247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980508139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980591364
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980592904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980628064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980629159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980630839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980684084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980686179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980703424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980707324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301980719124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980722284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301980728729
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980730019
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980731199
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980734299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980739290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980740675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980743395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980750685
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980753475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980769245
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980772930
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980782772
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301980800032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980801787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980807947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980811957
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980814732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980830796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980835356
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980836001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301980836371
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980839706
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980858094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980859824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980933699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980944259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980946729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980948734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980949989
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301980960519
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1301980963059
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301980966039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980970091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301980973356
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301980974801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301981061946
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301981065261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981072701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981091141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981098566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981103486
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981103536
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981103576
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981109966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981112221
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981112266
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981112271
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301981113361
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981114316
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981114366
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301981114456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981120201
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981121996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981122036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301981122041
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981126221
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981135276
