what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981973551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981977316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981977761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981978406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981983291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981984061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981995196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982013606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982017896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982019671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982038731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982043081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982045951
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982097765
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301982097776
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982103261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982104469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982106701
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982110318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982121246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982122239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982124037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982124927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982127764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982128760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982132748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982133560
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1301982140714
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301982141081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301982142364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301982147292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982148461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982149208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982153413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982154278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301982157140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982164188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982165408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982166774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982170926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982188410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982208919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982217133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982221510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982226309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982230328
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301982265217
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301982283066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982287223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982299158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982302503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982331178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982340428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982348858
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301982352243
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982359438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982364013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982369253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982379358
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301982379428
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301982379473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982393128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982413113
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301982413123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982419773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982429988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982433828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982436128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982436958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982438348
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1301982475543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982486233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982504608
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301982504628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982514073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982519828
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301982519843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982523508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982528013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982537273
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982538363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982541363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982542303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982546388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982549168
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1301982551943
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301982552513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301982553063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982558628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982564738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982573113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982574308
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1301982577473
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1301982578408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301982578883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301982579478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982580563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982584748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982595588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982597013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982598613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982622048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982631968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982643108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982645523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982646143
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982658418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982658573
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1301982658603
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301982661903
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301982663228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301982664183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982673553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982699799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982727114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982727894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301982812754
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982862354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982901479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982985539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301982990354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301983083849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301983111859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301983146089
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983147749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983150254
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301983151264
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301983155579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983157669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983165254
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1301983165274
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301983171584
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1301983176004
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.closeProject",1301983178414
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301983187074
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301983196454
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301983205599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983215264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983216579
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301983219049
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983221614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983222514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983224445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983225820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983229001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983229766
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301983230596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983237921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983239326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983252146
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983258941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983265401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983266941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983271526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983272536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301983276846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983278661
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983279661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983281346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983282251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301983289436
